#所々に入ってる#は目印ですのでお気になさらず
#=
#399
#- -
enemy,86,20,125,10,6,L
enemy,86,320,125,35,6,R
#411
#- -
enemy,87,40,125,35,6,L
enemy,87,340,125,10,6,R
#423
#→
enemy,89,80,125,20,1,N
enemy,89,82.5,125,15,3,U
enemy,89,85,125,10,5,U
enemy,89,87.5,125,5,7,U
#439
#→
enemy,90,95,125,20,1,N
enemy,90,97.5,125,15,3,U
enemy,90,100,125,10,5,U
enemy,90,102.5,125,5,7,U
#455
#←
enemy,92,210.5,125,5,7,U
enemy,92,212.5,125,10,5,U
enemy,92,215,125,15,3,U
enemy,92,217.5,125,20,1,N
#471
#←
enemy,93,225.5,125,5,7,U
enemy,93,227.5,125,10,5,U
enemy,93,230,125,15,3,U
enemy,93,232.5,125,20,1,N
#487
#□
enemy,96,120,125,5,8,U
enemy,96,122.5,125,5,8,U
enemy,96,125,125,5,8,U
enemy,96,127.5,125,5,8,U
enemy,96,130,125,5,8,U
enemy,96,132.5,125,5,8,U
#535
#◇
enemy,100,138,125,20,1,N
enemy,100,140.5,125,15,3,U
enemy,100,143,125,10,5,U
enemy,100,145.5,125,5,7,U
enemy,100,148,125,10,5,U
enemy,100,150.5,125,15,3,U
enemy,100,153,125,20,1,N
#560
#□
enemy,105,20,125,5,8,U
enemy,105,22.5,125,5,8,U
enemy,105,25,125,5,8,U
enemy,105,27.5,125,5,8,U
enemy,105,30,125,5,8,U
enemy,105,32.5,125,5,8,U
#608
#:::::::
#:::::::
enemy,109,175.5,125,5,4,U
enemy,109,175,125,5,4,U
enemy,110,177.5,125,5,4,U
enemy,110,180,125,5,4,U
enemy,115,182.5,125,5,4,U
enemy,115,185,125,5,4,U
enemy,115,187.5,125,5,4,U
#636
#-
enemy,120,0,125,20,7,L
enemy,120,340,125,20,7,R
#650
#<
enemy,123,140,125,10,1,N
enemy,123,142.5,125,15,1,N
enemy,123,145,125,20,1,N
enemy,123,142.5,125,25,1,N
enemy,123,140,125,30,1,N
#655
#<
enemy,127,142,125,10,1,N
enemy,127,144.5,125,15,1,N
enemy,127,147,125,20,1,N
enemy,127,144.5,125,25,1,N
enemy,127,142,125,30,1,N
#660
#<
enemy,132,144,125,10,1,N
enemy,132,146.5,125,15,1,N
enemy,132,149,125,20,1,N
enemy,132,146.5,125,25,1,N
enemy,132,144,125,30,1,N
#665
#>
enemy,136,220,125,10,1,N
enemy,136,222.5,125,15,1,N
enemy,136,225,125,20,1,N
enemy,136,222.5,125,25,1,N
enemy,136,220,125,30,1,N
#670
#>
enemy,140,220,125,10,1,N
enemy,140,222.5,125,15,1,N
enemy,140,225,125,20,1,N
enemy,140,222.5,125,25,1,N
enemy,140,220,125,30,1,N
#675
#>
enemy,142,220,125,10,1,N
enemy,142,222.5,125,15,1,N
enemy,142,225,125,20,1,N
enemy,142,222.5,125,25,1,N
enemy,142,220,125,30,1,N
#680
#||
enemy,146,30.5,125,10,5,U
enemy,146,32.5,125,10,5,U
#690
#||
enemy,146,320.5,125,10,5,U
enemy,146,318.5,125,10,5,U
#700
#||
enemy,158,40.5,125,10,5,U
enemy,158,42.5,125,10,5,U
#710
#||
enemy,148,310.5,125,10,5,U
enemy,148,308.5,125,10,5,U
#720
#||
enemy,150,50.5,125,10,5,U
enemy,150,52.5,125,10,5,U
#730
#||
enemy,150,300.5,125,10,5,U
enemy,150,298.5,125,10,5,U
#740
#Y
enemy,153,202.5,125,35,1,N
enemy,153,202.5,125,40,1,N
enemy,153,200,125,30,1,N
enemy,153,200,125,35,1,N
enemy,153,197.5,125,5,6,U
enemy,153,195,125,5,6,U
enemy,153,192.5,125,30,1,N
enemy,153,192.5,125,35,1,N
enemy,153,190,125,35,1,N
enemy,153,190,125,40,1,N
#761
#D
enemy,154,185,125,5,8,U
enemy,154,182.5,125,5,1,N
enemy,154,180,125,5,1,N
enemy,154,182.5,125,40,1,N
enemy,154,180,125,40,1,N
enemy,154,180.5,125,10,1,N
enemy,154,180.5,125,35,1,N
enemy,154,177.5,125,15,1,N
enemy,154,177.5,125,20,1,N
enemy,154,177.5,125,25,1,N
enemy,154,177.5,125,30,1,N
#781
#A
enemy,155,172.5,120,5,6,U
enemy,155,170,120,20,1,N
enemy,155,170,120,35,1,N
enemy,155,167.5,120,20,1,N
enemy,155,167.5,120,40,1,N
enemy,155,165,120,20,1,N
enemy,155,165,120,40,1,N
enemy,155,162.5,120,20,1,N
enemy,155,162.5,120,35,1,N
enemy,155,160,120,5,6,U
#800
#X
enemy,159,5,120,20,1,N
enemy,159,5,120,70,1,N
enemy,159,2.5,120,30,1,N
enemy,159,2.5,120,60,1,N
enemy,159,0,120,40,1,N
enemy,159,0,120,50,1,N
enemy,159,357.5,120,40,1,N
enemy,159,357.5,120,50,1,N
enemy,159,355,120,30,1,N
enemy,159,355,120,50,1,N
enemy,159,352.5,120,40,1,N
enemy,159,352.5,120,60,1,N
#812
#>
enemy,153,20,125,10,1,N
enemy,153,22.5,125,15,1,N
enemy,153,25,125,20,1,N
enemy,153,22.5,125,25,1,N
enemy,153,20,125,30,1,N
#817
#>
enemy,155,30,125,10,1,N
enemy,155,32.5,125,15,1,N
enemy,155,35,125,20,1,N
enemy,155,32.5,125,25,1,N
enemy,155,30,125,30,1,N
#822
#>
enemy,157,40,125,10,1,N
enemy,157,42.5,125,15,1,N
enemy,157,45,125,20,1,N
enemy,157,42.5,125,25,1,N
enemy,157,40,125,30,1,N
#827
#<
enemy,159,280,125,10,1,N
enemy,159,282.5,125,15,1,N
enemy,159,285,125,20,1,N
enemy,159,282.5,5,125,25,1,N
enemy,159,280,125,30,1,N
#832
#<
enemy,161,285,125,10,1,N
enemy,161,287.5,125,15,1,N
enemy,161,290,125,20,1,N
enemy,161,287.5,125,25,1,N
enemy,161,285,125,30,1,N
#837
#<
enemy,163,290,125,10,1,N
enemy,163,292.5,125,15,1,N
enemy,163,295,125,20,1,N
enemy,163,292.5,125,25,1,N
enemy,163,290,125,30,1,N
#842
#Y
enemy,166,202.5,125,35,1,N
enemy,166,202.5,125,40,1,N
enemy,166,200,125,30,1,N
enemy,166,200,125,35,1,N
enemy,166,197.5,125,5,6,U
enemy,166,195,125,5,6,U
enemy,166,192.5,125,30,1,N
enemy,166,192.5,125,35,1,N
enemy,166,190,125,35,1,N
enemy,166,190,125,40,1,N
#863
#::
enemy,167,195,125,25,1,N
enemy,167,195,125,20,1,N
enemy,167,197.5,125,25,1,N
enemy,167,197.5,125,20,1,N
#867
#K
enemy,168,212.5,125,5,8,U
enemy,168,210,125,20,1,N
enemy,168,210,125,25,1,N
enemy,168,207.5,125,15,1,N
enemy,168,207.5,125,20,1,N
enemy,168,207.5,125,25,1,N
enemy,168,207.5,125,30,1,N
enemy,168,205,125,10,1,N
enemy,168,205,125,15,1,N
enemy,168,205,125,30,1,N
enemy,168,205,125,35,1,N
enemy,168,202.5,125,5,1,N
enemy,168,202.5,125,10,1,N
enemy,168,202.5,125,35,1,N
enemy,168,202.5,125,40,1,N
enemy,168,200,125,5,1,N
enemy,168,200,125,40,1,N
#891
#K
enemy,172,280,125,5,8,U
enemy,172,277.5,125,20,1,N
enemy,172,277.5,125,25,1,N
enemy,172,275,125,15,1,N
enemy,172,275,125,20,1,N
enemy,172,275,125,25,1,N
enemy,172,275,125,30,1,N
enemy,172,272.5,125,10,1,N
enemy,172,272.5,125,15,1,N
enemy,172,272.5,125,30,1,N
enemy,172,272.5,125,35,1,N
enemy,172,270.5,125,5,1,N
enemy,172,270,125,10,1,N
enemy,172,270,125,35,1,N
enemy,172,270,125,40,1,N
enemy,172,267.5,125,5,1,N
enemy,172,267.5,125,40,1,N
#915
#::
enemy,173,272.5,125,25,1,N
enemy,173,272.5,125,20,1,N
enemy,173,275,125,25,1,N
enemy,173,275,125,20,1,N
#919
#S
enemy,174,292.5,120,5,2,U
enemy,174,292.5,120,20,5,U
enemy,174,290,120,5,1,N
enemy,174,287.5,120,5,1,N
enemy,174,285,120,5,1,N
enemy,174,282.5,120,5,1,N
enemy,174,290,120,20,1,N
enemy,174,287.5,120,20,1,N
enemy,174,285,120,20,1,N
enemy,174,282.5,120,20,1,N
enemy,174,290,120,40,1,N
enemy,174,287.5,120,40,1,N
enemy,174,285,120,40,1,N
enemy,174,282.5,120,40,1,N
enemy,174,280,120,5,4,U
enemy,174,280,120,30,3,U
#935
#
END,-9999,-9999,-9999,-9999,-9999,N
