#所々に入ってる#は目印ですのでお気になさらず
#=
enemyR,27,180,130,5,6,U,
enemyR,27,182.5,130,30,1,N,
enemyR,27,182.5,130,35,1,N,
enemyR,27,185,130,35,1,N,
enemyR,27,185,130,40,1,N,
#165
#◇
enemyL,30,240,130,20,1,N,
enemyL,30,242.5,130,15,3,U,
enemyL,30,245,130,10,5,U,
enemyL,30,247.5,130,5,7,U,
enemyL,30,250,130,10,5,U,
enemyL,30,252.5,130,15,3,U,
enemyL,30,255,130,20,1,N,
#189
#3D
enemy3D,33,200,130,40,6,R,
enemy3D,33,200,130,40,6,R,
#
#3D
enemy3D,34,50,130,40,6,L,
#
#//
enemyR,35,125,130,10,1,N,
enemyR,36,130,130,20,1,N,
enemyR,37,135,130,30,1,N,
enemyR,38,140,130,40,1,N,
enemyR,41,140,130,10,1,N,
enemyR,42,145,130,20,1,N,
enemyR,43,150,130,30,1,N,
enemyR,44,155,130,40,1,N,
#199
#;;;;;
enemyL,45,240,130,20,1,N,
enemyL,45,240,130,30,1,N,
enemyL,45,240,130,40,1,N,
enemyL,46,230,130,30,1,N,
enemyL,46,230,130,20,1,N,
enemyL,46,230,130,10,1,N,
enemyL,47,210,130,20,1,N,
enemyL,47,210,130,30,1,N,
enemyL,47,210,130,40,1,N,
enemyL,48,210,130,30,1,N,
enemyL,48,210,130,20,1,N,
enemyL,48,210,130,10,1,N,
enemyL,49,200,130,20,1,N,
enemyl,49,200,130,30,1,N,
enemyL,49,200,130,40,1,N,
#214
#3D
enemy3D,50,100,130,40,6,L,
enemy3D,50,200,130,40,6,R,
#
#= =
enemyR,53,20,130,15,6,L,
enemyR,53,20,130,30,6,L,
enemyL,53,280,130,15,6,R,
enemyL,53,280,130,30,6,R,
#228
#□
enemyR,58,160,130,5,8,U,
enemyR,58,162.5,130,5,8,U,
enemyR,58,165,130,5,8,U,
enemyR,58,167.5,130,5,8,U,
enemyR,58,170,130,5,8,U,
enemyR,58,172.5,130,5,8,U,
#252
#□
enemyL,60,210,130,5,8,U,
enemyL,60,212.5,130,5,8,U,
enemyL,60,215,130,5,8,U,
enemyL,60,217.5,130,5,8,U,
enemyL,60,220,130,5,8,U,
enemyL,60,222.5,130,5,8,U,
#334
#::::::
enemyL,70,270,130,10,3,U,
enemyL,71,265,130,10,3,U,
enemyL,72,260,130,10,3,U,
enemyL,73,255,130,10,3,U,
enemyL,74,250,130,10,3,U,
enemyL,75,245,130,10,3,U,
#354
#::::
enemyR,77,100,130,5,4,U,
enemyR,78,105,130,10,4,U,
enemyR,79,110,130,5,4,U,
enemyR,80,115,130,10,4,U,
enemyR,81,120,130,5,4,U,
#374
#◇
enemyL,84,290,130,20,1,N,
enemyL,84,292.5,130,15,3,U,
enemyL,84,295,130,10,5,U,
enemyL,84,297.5,130,5,7,U,
enemyL,84,300,130,10,5,U,
enemyL,84,302.5,130,15,3,U,
enemyL,84,305,130,20,1,N,
#399
#3D
enemy3D,50,200,130,40,4,R,
enemy3D,50,200,130,30,4,R,
#
#- -
enemyR,86,20,130,10,6,L,
enemyL,86,320,130,35,6,R,
#411
#- -
enemyR,87,40,130,35,6,L,
enemyL,87,340,130,10,6,R,
#423
#→
enemyR,89,80,130,20,1,N,
enemyR,89,82.5,130,15,3,U,
enemyR,89,85,130,10,5,U,
enemyR,89,87.5,130,5,7,U,
#439
#→
enemyR,90,95,130,20,1,N,
enemyR,90,97.5,130,15,3,U,
enemyR,90,100,130,10,5,U,
enemyR,90,102.5,130,5,7,U,
#455
#3D
enemy3D,50,200,130,40,3,R,
enemy3D,50,200,130,30,3,R,
enemy3D,50,200,130,20,3,R,
#
#←
enemyL,92,210.5,130,5,7,U,
enemyL,92,212.5,130,10,5,U,
enemyL,92,215,130,15,3,U,
enemyL,92,217.5,130,20,1,N,
#471
#←
enemyL,93,225.5,130,5,7,U,
enemyL,93,227.5,130,10,5,U,
enemyL,93,230,130,15,3,U,
enemyL,93,232.5,130,20,1,N,
#487
#□
enemyR,96,120,130,5,8,U,
enemyR,96,122.5,130,5,8,U,
enemyR,96,125,130,5,8,U,
enemyR,96,127.5,130,5,8,U,
enemyR,96,130,130,5,8,U,
enemyR,96,132.5,130,5,8,U,
#535
#◇
enemyL,100,138,130,20,1,N,
enemyL,100,140.5,130,15,3,U,
enemyL,100,143,130,10,5,U,
enemyL,100,145.5,130,5,7,U,
enemyL,100,148,130,10,5,U,
enemyL,100,150.5,130,15,3,U,
enemyL,100,153,130,20,1,N,
#560
#□
enemyR,105,20,130,5,8,U,
enemyR,105,22.5,130,5,8,U,
enemyR,105,25,130,5,8,U,
enemyR,105,27.5,130,5,8,U,
enemyR,105,30,130,5,8,U,
enemyR,105,32.5,130,5,8,U,
#608
#:::::::
#:::::::
enemyL,109,175.5,130,5,4,U,
enemyL,109,175,130,5,4,U,
enemyL,109,177.5,130,5,4,U,
enemyL,109,180,130,5,4,U,
enemyR,115,180,130,5,4,U,
enemyR,115,182.5,130,5,4,U,
enemyR,115,185,130,5,4,U,
enemyR,115,187.5,130,5,4,U,
#636
#3D
enemy3D,118,200,130,40,5,R,
enemy3D,118,200,130,30,5,R,
enemy3D,118,200,130,20,5,R,
#
#-
enemyL,120,0,130,20,7,L,
enemyR,120,340,130,20,7,R,
#650
#<
enemyL,123,140,130,10,1,N,
enemyL,123,142.5,130,15,1,N,
enemyL,123,145,130,20,1,N,
enemyL,123,142.5,130,25,1,N,
enemyL,123,140,130,30,1,N,
#655
#<
enemy,127,142,130,10,1,N,
enemy,127,144.5,130,15,1,N,
enemy,127,147,130,20,1,N,
enemy,127,144.5,130,25,1,N,
enemy,127,142,130,30,1,N,
#660
#<
enemyL,132,144,130,10,1,N,
enemyL,132,146.5,130,15,1,N,
enemyL,132,149,130,20,1,N,
enemyL,132,146.5,130,25,1,N,
enemyL,132,144,130,30,1,N,
#665
#>
enemyR,136,220,130,10,1,N,
enemyR,136,222.5,130,15,1,N,
enemyR,136,225,130,20,1,N,
enemyR,136,222.5,130,25,1,N,
enemyR,136,220,130,30,1,N,
#670
#>
enemyR,140,220,130,10,1,N,
enemyR,140,222.5,130,15,1,N,
enemyR,140,225,130,20,1,N,
enemyR,140,222.5,130,25,1,N,
enemyR,140,220,130,30,1,N,
#675
#3D
enemy3D,141,200,130,40,6,R,
enemy3D,141,0,130,40,6,L,
#
#>
enemyR,142,220,130,10,1,N,
enemyR,142,222.5,130,15,1,N,
enemyR,142,225,130,20,1,N,
enemyR,142,222.5,130,25,1,N,
enemyR,142,220,130,30,1,N,
#680
#||
enemyL,146,30.5,130,10,5,U,
enemyL,146,32.5,130,10,5,U,
#690
#||
enemyR,146,320.5,130,10,5,U,
enemyR,146,318.5,130,10,5,U,
#700
#||
enemyL,158,40.5,130,10,5,U,
enemyL,158,42.5,130,10,5,U,
#710
#||
enemyR,148,310.5,130,10,5,U,
enemyR,148,308.5,130,10,5,U,
#720
#||
enemyL,150,50.5,130,10,5,U,
enemyL,150,52.5,130,10,5,U,
#730
#||
enemyR,150,300.5,130,10,5,U,
enemyR,150,298.5,130,10,5,U,
#740
#Y
enemyL,153,202.5,130,35,1,N,
enemyL,153,202.5,130,40,1,N,
enemyL,153,200,130,30,1,N,
enemyL,153,200,130,35,1,N,
enemyL,153,197.5,130,5,6,U,
enemyL,153,195,130,5,6,U,
enemyL,153,192.5,130,30,1,N,
enemyL,153,192.5,130,35,1,N,
enemyL,153,190,130,35,1,N,
enemyL,153,190,130,40,1,N,
#761
#D
enemyL,154,185,130,5,8,U,
enemyL,154,182.5,130,5,1,N,
enemyL,154,180,130,5,1,N,
enemyL,154,182.5,130,40,1,N,
enemyL,154,180,130,40,1,N,
enemyL,154,180.5,130,10,1,N,
enemyL,154,180.5,130,35,1,N,
enemyL,154,177.5,130,15,1,N,
enemyL,154,177.5,130,20,1,N,
enemyL,154,177.5,130,25,1,N,
enemyL,154,177.5,130,30,1,N,
#781
#A
enemyL,155,172.5,130,5,6,U,
enemyL,155,170,130,20,1,N,
enemyL,155,170,130,35,1,N,
enemyL,155,167.5,130,20,1,N,
enemyL,155,167.5,130,40,1,N,
enemyL,155,165,130,20,1,N,
enemyL,155,165,130,40,1,N,
enemyL,155,162.5,130,20,1,N,
enemyL,155,162.5,130,35,1,N,
enemyL,155,160,130,5,6,U,
#800
#X
enemyL,159,5,130,20,1,N,
enemyL,159,5,130,70,1,N,
enemyL,159,2.5,130,30,1,N,
enemyL,159,2.5,130,60,1,N,
enemyL,159,0,130,40,1,N,
enemyL,159,0,130,50,1,N,
enemyR,159,357.5,130,40,1,N,
enemyR,159,357.5,130,50,1,N,
enemyR,159,355,130,30,1,N,
enemyR,159,355,130,50,1,N,
enemyR,159,352.5,130,40,1,N,
enemyR,159,352.5,130,60,1,N,
#812
#3D
enemy3D,160,200,130,40,2,R,
enemy3D,160,200,130,30,2,R,
enemy3D,160,200,130,20,2,R,
enemy3D,160,200,130,10,2,R,
#
#>
enemyR,163,20,130,10,1,N,
enemyR,163,22.5,130,15,1,N,
enemyR,163,25,130,20,1,N,
enemyR,163,22.5,130,25,1,N,
enemyR,163,20,130,30,1,N,
#817
#>
enemyR,165,30,130,10,1,N,
enemyR,165,32.5,130,15,1,N,
enemyR,165,35,130,20,1,N,
enemyR,165,32.5,130,25,1,N,
enemyR,165,30,130,30,1,N,
#822
#>
enemyR,167,40,130,10,1,N,
enemyR,167,42.5,130,15,1,N,
enemyR,167,45,130,20,1,N,
enemyR,167,42.5,130,25,1,N,
enemyR,167,40,130,30,1,N,
#827
#<
enemyL,169,280,130,10,1,N,
enemyL,169,282.5,130,15,1,N,
enemyL,169,285,130,20,1,N,
enemyL,169,282.5,5,130,25,1,N,
enemyL,169,280,130,30,1,N,
#832
#3D
enemy3D,170,200,130,40,3,R,
enemy3D,170,200,130,40,3,L,
#
#<
enemyL,171,285,130,10,1,N,
enemyL,171,287.5,130,15,1,N,
enemyL,171,290,130,20,1,N,
enemyL,171,287.5,130,25,1,N,
enemyL,171,285,130,30,1,N,
#837
#<
enemyL,173,290,130,10,1,N,
enemyL,173,292.5,130,15,1,N,
enemyL,173,295,130,20,1,N,
enemyL,173,292.5,130,25,1,N,
enemyL,173,290,130,30,1,N,
#842
#Y
enemyL,176,202.5,130,35,1,N,
enemyL,176,202.5,130,40,1,N,
enemyL,176,200,130,30,1,N,
enemyL,176,200,130,35,1,N,
enemyL,176,197.5,130,5,6,U,
enemyL,176,195,130,5,6,U,
enemyL,176,192.5,130,30,1,N,
enemyL,176,192.5,130,35,1,N,
enemyL,176,190,130,35,1,N,
enemyL,176,190,130,40,1,N,
#863
#::
enemyL,177,195,130,25,1,N,
enemyL,177,195,130,20,1,N,
enemyL,177,197.5,130,25,1,N,
enemyL,177,197.5,130,20,1,N,
#867
#K
enemyL,178,212.5,130,5,8,U,
enemyL,178,210,130,20,1,N,
enemyL,178,210,130,25,1,N,
enemyL,178,207.5,130,15,1,N,
enemyL,178,207.5,130,20,1,N,
enemyL,178,207.5,130,25,1,N,
enemyL,178,207.5,130,30,1,N,
enemyL,178,205,130,10,1,N,
enemyL,178,205,130,15,1,N,
enemyL,178,205,130,30,1,N,
enemyL,178,205,130,35,1,N,
enemyL,178,202.5,130,5,1,N,
enemyL,178,202.5,130,10,1,N,
enemyL,178,202.5,130,35,1,N,
enemyL,178,202.5,130,40,1,N,
enemyL,178,200,130,5,1,N,
enemyL,178,200,130,40,1,N,
#891
#K
enemyR,182,280,130,5,8,U,
enemyR,182,277.5,130,20,1,N,
enemyR,182,277.5,130,25,1,N,
enemyR,182,275,130,15,1,N,
enemyR,182,275,130,20,1,N,
enemyR,182,275,130,25,1,N,
enemyR,182,275,130,30,1,N,
enemyR,182,272.5,130,10,1,N,
enemyR,182,272.5,130,15,1,N,
enemyR,182,272.5,130,30,1,N,
enemyR,182,272.5,130,35,1,N,
enemyR,182,270.5,130,5,1,N,
enemyR,182,270,130,10,1,N,
enemyR,182,270,130,35,1,N,
enemyR,182,270,130,40,1,N,
enemyR,182,267.5,130,5,1,N,
enemyR,182,267.5,130,40,1,N,
#915
#::
enemyR,183,272.5,130,25,1,N,
enemyR,183,272.5,130,20,1,N,
enemyR,183,275,130,25,1,N,
enemyR,183,275,130,20,1,N,
#919
#S
enemyR,184,292.5,130,5,2,U,
enemyR,184,292.5,130,20,5,U,
enemyR,184,290,130,5,1,N,
enemyR,184,287.5,130,5,1,N,
enemyR,184,285,130,5,1,N,
enemyR,184,282.5,130,5,1,N,
enemyR,184,290,130,20,1,N,
enemyR,184,287.5,130,20,1,N,
enemyR,184,285,130,20,1,N,
enemyR,184,282.5,130,20,1,N,
enemyR,184,290,130,40,1,N,
enemyR,184,287.5,130,40,1,N,
enemyR,184,285,130,40,1,N,
enemyR,184,282.5,130,40,1,N,
enemyR,184,280,130,5,4,U,
enemyR,184,280,130,30,3,U,
#935
#
END,-9999,-9999,-9999,-9999,-9999,N
